step,instance_id,reward,resolved,f2p_pass,f2p_fail,f2p_rate,num_turns,format_errors,valid_actions,edits,tests_run
1,conan-io__conan-14397,1.0,True,2,0,1.0,11,0,10,2,1
1,conan-io__conan-14397,0.0,False,0,2,0.0,7,0,7,0,1
1,python__mypy-11241,,,,,,3,3,0,0,0
1,python__mypy-11241,0.0,False,0,3,0.0,12,0,12,0,0
1,python__mypy-11241,,,,,,1,1,0,0,0
1,python__mypy-11241,,,,,,1,1,0,0,0
1,python__mypy-11241,0.0,False,0,3,0.0,12,0,12,0,1
1,python__mypy-11241,0.0,False,0,3,0.0,12,0,12,0,1
1,python__mypy-11241,,,,,,3,0,3,0,1
1,python__mypy-11241,0.0,False,0,3,0.0,12,0,12,0,1
1,python__mypy-11241,0.0,False,0,3,0.0,8,0,8,0,2
1,python__mypy-11241,0.0,False,0,3,0.0,12,0,12,0,1
1,python__mypy-11241,0.0,False,0,3,0.0,12,0,12,0,0
1,python__mypy-11241,0.0,False,0,3,0.0,12,0,12,0,0
1,python__mypy-11824,,,,,,0,0,0,0,0
1,python__mypy-11824,,,,,,3,3,0,0,0
1,python__mypy-11824,,,,,,0,0,0,0,0
1,python__mypy-11824,,,,,,2,2,0,0,0
1,python__mypy-11824,,,,,,5,0,5,0,1
1,python__mypy-11824,,,,,,7,0,7,1,1
1,python__mypy-11824,,,,,,4,0,4,0,1
1,python__mypy-11824,,,,,,2,0,2,0,1
1,python__mypy-11824,0.0,False,0,2,0.0,12,0,12,0,0
1,python__mypy-11824,0.0,False,0,2,0.0,5,0,5,0,1
1,python__mypy-11824,0.0,False,0,2,0.0,4,0,4,1,1
1,python__mypy-11824,0.0,False,0,2,0.0,12,0,12,0,0
1,python__mypy-16869,0.0,False,0,2,0.0,12,0,12,0,0
1,python__mypy-16869,0.0,False,0,2,0.0,12,1,11,0,0
1,python__mypy-16869,0.0,False,0,2,0.0,12,0,12,0,0
1,python__mypy-16869,0.0,False,0,2,0.0,12,0,12,0,0
1,python__mypy-16869,0.0,False,0,2,0.0,12,0,12,3,0
1,python__mypy-16869,0.0,False,0,2,0.0,12,0,12,0,0
1,python__mypy-16869,0.0,False,0,2,0.0,12,0,12,0,1
1,python__mypy-16869,0.0,False,0,2,0.0,12,0,12,0,0
1,python__mypy-16869,0.0,False,0,2,0.0,12,0,12,0,0
1,python__mypy-16869,0.0,False,0,2,0.0,12,0,12,0,0
1,python__mypy-16869,0.0,False,0,2,0.0,12,0,12,0,0
1,python__mypy-16869,1.0,True,2,0,1.0,12,0,12,1,2
1,python__mypy-17071,0.0,False,0,2,0.0,12,12,0,0,0
1,python__mypy-17071,0.0,False,0,2,0.0,12,12,0,0,0
1,python__mypy-17071,,,,,,0,0,0,0,0
1,python__mypy-17071,0.0,False,0,2,0.0,12,12,0,0,0
1,python__mypy-17071,,,,,,0,0,0,0,0
1,python__mypy-17071,,,,,,0,0,0,0,0
1,python__mypy-17071,,,,,,0,0,0,0,0
1,python__mypy-17071,,,,,,2,0,2,0,1
1,python__mypy-17071,,,,,,11,0,11,0,2
1,python__mypy-17071,0.0,False,0,2,0.0,7,0,6,0,2
1,python__mypy-17071,0.0,False,0,2,0.0,9,0,9,1,2
1,python__mypy-17071,0.0,False,0,2,0.0,9,0,9,0,4
1,python__mypy-5617,,,,,,0,0,0,0,0
1,python__mypy-5617,,,,,,1,1,0,0,0
1,python__mypy-5617,0.0,False,0,2,0.0,12,12,0,0,0
1,python__mypy-5617,0.0,False,0,2,0.0,12,12,0,0,0
1,python__mypy-5617,0.0,False,0,2,0.0,12,0,12,0,1
1,python__mypy-5617,,,,,,3,0,3,0,0
1,python__mypy-5617,,,,,,4,0,4,0,1
1,python__mypy-5617,0.0,False,0,2,0.0,8,0,8,2,2
1,python__mypy-5617,0.0,False,0,2,0.0,12,0,12,2,3
1,python__mypy-5617,0.0,False,0,2,0.0,12,0,12,0,0
1,python__mypy-5617,0.0,False,0,2,0.0,12,0,12,2,2
1,python__mypy-5617,,,,,,9,0,9,0,2
2,conan-io__conan-15185,0.0,False,0,2,0.0,12,0,12,0,1
2,conan-io__conan-15185,0.0,False,0,2,0.0,12,0,12,0,0
2,conan-io__conan-15185,0.0,False,0,2,0.0,12,0,12,0,0
2,conan-io__conan-15185,0.0,False,0,2,0.0,12,0,12,0,0
2,dask__dask-6682,0.0,False,0,2,0.0,12,0,12,0,0
2,dask__dask-6682,0.0,False,0,2,0.0,12,0,12,1,1
2,dask__dask-6682,0.0,False,0,2,0.0,9,0,9,0,3
2,dask__dask-6682,0.0,False,0,2,0.0,12,1,11,0,1
2,iterative__dvc-9391,0.0,False,0,5,0.0,12,0,12,1,3
2,iterative__dvc-9391,0.0,False,0,5,0.0,12,0,12,2,6
2,iterative__dvc-9391,0.0,False,0,5,0.0,12,0,12,2,4
2,iterative__dvc-9391,0.0,False,0,5,0.0,12,0,12,2,2
2,pydantic__pydantic-5529,0.0,False,0,2,0.0,8,0,8,3,0
2,pydantic__pydantic-5529,0.0,False,0,2,0.0,7,0,7,2,1
2,pydantic__pydantic-5529,0.0,False,0,2,0.0,10,0,10,2,2
2,pydantic__pydantic-5529,0.0,False,0,2,0.0,12,0,12,5,0
2,python__mypy-11290,0.0,False,0,2,0.0,11,0,11,2,3
2,python__mypy-11290,0.0,False,0,2,0.0,12,0,12,1,4
2,python__mypy-11290,0.0,False,0,2,0.0,12,0,12,0,1
2,python__mypy-11290,0.0,False,0,2,0.0,7,0,7,1,1
2,python__mypy-11828,0.0,False,0,3,0.0,12,0,12,0,2
2,python__mypy-11828,0.0,False,0,3,0.0,12,1,11,1,5
2,python__mypy-11828,0.0,False,0,3,0.0,11,0,11,1,4
2,python__mypy-11828,0.0,False,0,3,0.0,12,0,12,1,1
2,python__mypy-15159,0.0,False,0,2,0.0,12,0,12,0,0
2,python__mypy-15159,0.0,False,0,2,0.0,12,0,12,4,1
2,python__mypy-15159,0.0,False,0,2,0.0,12,0,12,0,0
2,python__mypy-15159,0.0,False,0,2,0.0,12,0,12,0,0
2,python__mypy-15184,0.0,False,0,2,0.0,5,0,5,1,2
2,python__mypy-15184,0.0,False,0,2,0.0,9,0,9,2,2
2,python__mypy-15184,0.0,False,0,2,0.0,9,0,9,1,2
2,python__mypy-15184,0.0,False,0,2,0.0,12,0,12,0,0
3,conan-io__conan-14362,0.0,False,0,2,0.0,12,0,12,0,0
3,conan-io__conan-14362,0.0,False,0,2,0.0,6,0,6,0,2
3,conan-io__conan-14362,0.0,False,0,2,0.0,6,0,6,0,0
3,conan-io__conan-14362,0.0,False,0,2,0.0,12,0,12,3,5
3,python__mypy-11241,0.0,False,0,3,0.0,12,0,12,0,0
3,python__mypy-11241,0.0,False,0,3,0.0,12,0,12,1,1
3,python__mypy-11241,0.0,False,0,3,0.0,12,0,12,0,0
3,python__mypy-11241,0.0,False,0,3,0.0,12,0,12,1,2
3,python__mypy-11824,0.0,False,0,2,0.0,12,0,12,1,4
3,python__mypy-11824,0.0,False,0,2,0.0,6,0,6,1,2
3,python__mypy-11824,0.0,False,0,2,0.0,9,0,9,3,3
3,python__mypy-11824,0.0,False,0,2,0.0,12,0,12,3,4
3,python__mypy-11828,0.0,False,0,3,0.0,12,0,12,0,0
3,python__mypy-11828,0.0,False,0,3,0.0,12,0,12,3,5
3,python__mypy-11828,0.0,False,0,3,0.0,12,0,12,3,4
3,python__mypy-11828,0.0,False,0,3,0.0,12,0,12,0,2
3,python__mypy-15184,0.0,False,0,2,0.0,11,0,11,2,3
3,python__mypy-15184,0.0,False,0,2,0.0,9,0,9,1,3
3,python__mypy-15184,0.0,False,0,2,0.0,10,0,10,1,3
3,python__mypy-15184,0.0,False,0,2,0.0,6,0,6,1,1
3,python__mypy-16869,1.0,True,2,0,1.0,12,0,12,1,3
3,python__mypy-16869,0.0,False,0,2,0.0,12,0,12,0,0
3,python__mypy-16869,0.0,False,0,2,0.0,12,0,12,0,0
3,python__mypy-16869,0.0,False,0,2,0.0,12,0,12,0,0
3,python__mypy-17071,0.0,False,0,2,0.0,12,0,12,0,1
3,python__mypy-17071,0.0,False,0,2,0.0,11,0,11,1,3
3,python__mypy-17071,0.0,False,0,2,0.0,8,0,8,0,2
3,python__mypy-17071,0.0,False,0,2,0.0,10,0,10,0,3
3,python__mypy-5617,1.0,True,2,0,1.0,7,0,7,1,2
3,python__mypy-5617,0.0,False,0,2,0.0,12,0,12,2,2
3,python__mypy-5617,0.0,False,0,2,0.0,7,0,6,1,0
3,python__mypy-5617,0.0,False,0,2,0.0,12,0,12,0,0
4,conan-io__conan-11560,0.0,False,0,4,0.0,12,0,12,1,0
4,conan-io__conan-11560,0.0,False,0,4,0.0,12,0,12,1,0
4,conan-io__conan-11560,0.0,False,0,4,0.0,12,0,12,0,0
4,conan-io__conan-11560,0.0,False,0,4,0.0,12,0,12,2,2
4,conan-io__conan-14397,,,,,,12,0,12,3,3
4,conan-io__conan-14397,0.0,False,0,2,0.0,12,0,12,4,0
4,conan-io__conan-14397,0.0,False,0,2,0.0,12,0,12,0,0
4,conan-io__conan-14397,0.0,False,0,2,0.0,12,0,12,1,4
4,conan-io__conan-15185,0.0,False,0,2,0.0,12,0,12,0,2
4,conan-io__conan-15185,0.0,False,0,2,0.0,12,0,12,2,1
4,conan-io__conan-15185,0.0,False,0,2,0.0,12,0,12,0,0
4,conan-io__conan-15185,0.0,False,0,2,0.0,12,0,12,1,2
4,pydantic__pydantic-5529,0.0,False,0,2,0.0,12,0,12,5,2
4,pydantic__pydantic-5529,0.0,False,0,2,0.0,6,0,6,1,1
4,pydantic__pydantic-5529,0.0,False,0,2,0.0,10,0,10,3,2
4,pydantic__pydantic-5529,0.0,False,0,2,0.0,12,1,11,7,0
4,python__mypy-10683,0.0,False,0,2,0.0,12,0,12,2,2
4,python__mypy-10683,0.0,False,0,2,0.0,8,0,8,1,2
4,python__mypy-10683,0.0,False,0,2,0.0,12,0,12,1,3
4,python__mypy-10683,1.0,True,2,0,1.0,12,0,12,2,7
4,python__mypy-11290,0.0,False,0,2,0.0,9,0,9,0,2
4,python__mypy-11290,0.0,False,0,2,0.0,10,0,10,1,2
4,python__mypy-11290,0.0,False,0,2,0.0,12,0,12,0,1
4,python__mypy-11290,0.0,False,0,2,0.0,12,0,12,0,1
4,python__mypy-11434,0.0,False,0,2,0.0,7,0,7,0,3
4,python__mypy-11434,0.0,False,0,2,0.0,10,0,10,1,3
4,python__mypy-11434,0.0,False,0,2,0.0,8,0,8,1,4
4,python__mypy-11434,0.0,False,0,2,0.0,12,0,12,0,1
4,python__mypy-15159,1.0,True,2,0,1.0,4,0,3,1,2
4,python__mypy-15159,0.0,False,0,2,0.0,12,0,12,0,1
4,python__mypy-15159,0.0,False,0,2,0.0,12,0,12,0,1
4,python__mypy-15159,0.0,False,0,2,0.0,10,0,10,0,2
5,conan-io__conan-10408,0.0,False,0,4,0.0,12,0,12,0,0
5,conan-io__conan-10408,0.0,False,0,4,0.0,12,0,12,0,0
5,conan-io__conan-10408,0.0,False,0,4,0.0,12,0,12,0,0
5,conan-io__conan-10408,0.0,False,0,4,0.0,12,0,12,0,0
5,conan-io__conan-11560,0.0,False,0,4,0.0,12,0,12,0,2
5,conan-io__conan-11560,0.0,False,0,4,0.0,12,0,12,1,3
5,conan-io__conan-11560,0.0,False,0,4,0.0,12,0,12,3,1
5,conan-io__conan-11560,0.0,False,0,4,0.0,12,0,12,0,1
5,conan-io__conan-14177,0.0,False,0,3,0.0,12,0,12,2,2
5,conan-io__conan-14362,0.5,False,1,1,0.5,6,0,6,1,1
5,conan-io__conan-14362,0.0,False,0,2,0.0,4,0,4,1,1
5,conan-io__conan-14362,0.0,False,0,2,0.0,12,0,12,0,2
5,conan-io__conan-14362,0.0,False,0,2,0.0,12,0,12,0,1
5,conan-io__conan-15185,0.0,False,0,2,0.0,12,0,12,0,2
5,conan-io__conan-15185,0.0,False,0,2,0.0,8,0,8,2,2
5,conan-io__conan-15185,0.0,False,0,2,0.0,12,0,12,0,0
5,conan-io__conan-15185,0.0,False,0,2,0.0,12,0,12,1,2
5,python__mypy-10683,0.0,False,0,2,0.0,12,0,12,0,2
5,python__mypy-10683,0.0,False,0,2,0.0,12,0,12,0,2
5,python__mypy-10683,0.0,False,0,2,0.0,11,0,11,1,4
5,python__mypy-10683,0.0,False,0,2,0.0,10,0,10,0,6
5,python__mypy-11290,0.0,False,0,2,0.0,12,0,12,0,0
5,python__mypy-11290,0.0,False,0,2,0.0,9,0,9,0,2
5,python__mypy-11290,0.0,False,0,2,0.0,6,0,6,1,2
5,python__mypy-11290,0.0,False,0,2,0.0,11,0,11,1,3
5,python__mypy-15131,1.0,True,2,0,1.0,6,0,6,2,1
5,python__mypy-17071,0.0,False,0,2,0.0,12,1,11,0,0
5,python__mypy-17071,0.0,False,0,2,0.0,10,0,10,2,4
5,python__mypy-17071,0.0,False,0,2,0.0,10,0,10,1,3
5,python__mypy-17071,0.0,False,0,2,0.0,10,0,10,0,5
5,python__mypy-5617,0.0,False,0,2,0.0,12,0,12,1,2
5,python__mypy-5617,0.0,False,0,2,0.0,10,0,10,1,0
5,python__mypy-5617,0.0,False,0,2,0.0,12,0,12,0,2
5,python__mypy-5617,0.0,False,0,2,0.0,12,0,12,0,1
6,conan-io__conan-14397,,,,,,12,0,12,1,1
6,conan-io__conan-14397,1.0,True,2,0,1.0,12,0,12,2,3
6,conan-io__conan-14397,0.0,False,0,2,0.0,12,0,12,2,1
6,conan-io__conan-14397,1.0,True,2,0,1.0,12,0,12,3,1
6,dask__dask-6682,0.0,False,0,2,0.0,9,0,9,0,3
6,dask__dask-6682,0.0,False,0,2,0.0,8,0,8,2,3
6,dask__dask-6682,0.0,False,0,2,0.0,10,0,10,0,3
6,dask__dask-6682,0.0,False,0,2,0.0,12,0,12,0,1
6,python__mypy-11241,0.0,False,0,3,0.0,12,0,12,0,0
6,python__mypy-11241,0.0,False,0,3,0.0,6,0,6,0,2
6,python__mypy-11241,0.0,False,0,3,0.0,12,0,12,0,1
6,python__mypy-11241,0.0,False,0,3,0.0,12,0,12,0,1
6,python__mypy-11824,0.0,False,0,2,0.0,8,0,8,0,2
6,python__mypy-11824,0.0,False,0,2,0.0,9,0,9,0,3
6,python__mypy-11824,0.0,False,0,2,0.0,5,0,5,0,1
6,python__mypy-11824,0.0,False,0,2,0.0,5,0,5,0,2
6,python__mypy-11828,1.0,True,3,0,1.0,6,0,6,1,4
6,python__mypy-11828,0.0,False,0,3,0.0,12,0,12,1,4
6,python__mypy-11828,0.0,False,0,3,0.0,9,0,9,3,3
6,python__mypy-11828,0.0,False,0,3,0.0,12,0,12,2,4
6,python__mypy-15159,0.0,False,0,2,0.0,12,0,12,0,0
6,python__mypy-15159,1.0,True,2,0,1.0,4,0,3,1,2
6,python__mypy-15159,0.0,False,0,2,0.0,12,0,12,0,0
6,python__mypy-15159,0.0,False,0,2,0.0,12,0,12,1,2
6,python__mypy-15184,0.0,False,0,2,0.0,10,0,10,1,3
6,python__mypy-15184,0.0,False,0,2,0.0,12,0,12,2,2
6,python__mypy-15184,0.0,False,0,2,0.0,12,0,12,2,1
6,python__mypy-15184,0.0,False,0,2,0.0,12,0,12,0,0
6,python__mypy-16869,0.0,False,0,2,0.0,12,0,12,0,0
6,python__mypy-16869,0.0,False,0,2,0.0,12,0,12,0,0
6,python__mypy-16869,0.0,False,0,2,0.0,12,0,12,0,0
6,python__mypy-16869,0.0,False,0,2,0.0,12,0,12,0,0
7,conan-io__conan-10408,0.0,False,0,4,0.0,12,0,12,5,3
7,conan-io__conan-10408,0.0,False,0,4,0.0,12,0,12,0,0
7,conan-io__conan-10408,0.0,False,0,4,0.0,12,0,12,0,0
7,conan-io__conan-10408,0.0,False,0,4,0.0,12,0,12,1,4
7,conan-io__conan-14795,1.0,True,4,0,1.0,12,0,11,1,2
7,conan-io__conan-14795,1.0,True,4,0,1.0,4,0,3,1,1
7,conan-io__conan-14795,1.0,True,4,0,1.0,4,0,3,1,1
7,conan-io__conan-14795,1.0,True,4,0,1.0,4,0,3,1,1
7,conan-io__conan-15185,0.0,False,0,2,0.0,12,0,12,0,0
7,conan-io__conan-15185,0.0,False,0,2,0.0,12,0,12,1,2
7,conan-io__conan-15185,0.0,False,0,2,0.0,12,0,12,0,0
7,conan-io__conan-15185,0.5,False,1,1,0.5,12,0,12,1,0
7,python__mypy-11241,0.0,False,0,3,0.0,12,0,12,1,3
7,python__mypy-11241,0.0,False,0,3,0.0,12,0,12,1,5
7,python__mypy-11241,0.0,False,0,3,0.0,12,0,12,0,0
7,python__mypy-11241,0.0,False,0,3,0.0,9,0,9,8,1
7,python__mypy-11434,0.0,False,0,2,0.0,10,0,10,1,4
7,python__mypy-11434,0.0,False,0,2,0.0,12,0,12,0,1
7,python__mypy-11434,0.0,False,0,2,0.0,12,0,12,0,1
7,python__mypy-11434,0.0,False,0,2,0.0,12,0,12,1,1
7,python__mypy-11824,0.0,False,0,2,0.0,12,1,11,0,0
7,python__mypy-11824,0.0,False,0,2,0.0,9,0,9,1,2
7,python__mypy-11824,0.0,False,0,2,0.0,12,0,12,0,0
7,python__mypy-11824,0.0,False,0,2,0.0,6,0,6,0,1
7,python__mypy-16869,0.0,False,0,2,0.0,12,0,12,0,0
7,python__mypy-16869,0.0,False,0,2,0.0,12,0,12,0,0
7,python__mypy-16869,0.0,False,0,2,0.0,12,0,12,0,0
7,python__mypy-16869,0.0,False,0,2,0.0,12,0,12,0,0
7,python__mypy-5617,0.0,False,0,2,0.0,7,0,7,0,3
7,python__mypy-5617,0.0,False,0,2,0.0,12,0,12,1,1
7,python__mypy-5617,0.0,False,0,2,0.0,12,0,12,1,1
7,python__mypy-5617,1.0,True,2,0,1.0,10,0,9,1,4
8,conan-io__conan-11560,0.0,False,0,4,0.0,12,0,12,1,2
8,conan-io__conan-11560,0.0,False,0,4,0.0,12,0,12,1,4
8,conan-io__conan-11560,0.0,False,0,4,0.0,12,0,12,2,1
8,conan-io__conan-11560,0.0,False,0,4,0.0,12,0,12,1,0
8,conan-io__conan-14362,0.0,False,0,2,0.0,12,0,12,0,0
8,conan-io__conan-14362,0.0,False,0,2,0.0,8,0,8,0,0
8,conan-io__conan-14362,0.0,False,0,2,0.0,12,0,12,0,1
8,conan-io__conan-14362,0.0,False,0,2,0.0,12,0,12,2,4
8,dask__dask-6682,0.0,False,0,2,0.0,6,0,6,0,2
8,dask__dask-6682,0.0,False,0,2,0.0,12,0,12,3,3
8,dask__dask-6682,0.0,False,0,2,0.0,8,0,8,0,2
8,dask__dask-6682,0.0,False,0,2,0.0,11,0,11,1,3
8,iterative__dvc-9391,0.0,False,0,5,0.0,12,0,12,0,1
8,iterative__dvc-9391,0.0,False,0,5,0.0,12,1,11,0,0
8,iterative__dvc-9391,0.0,False,0,5,0.0,10,0,10,3,3
8,iterative__dvc-9391,,,,,,8,0,8,0,2
8,pydantic__pydantic-5529,0.0,False,0,2,0.0,9,0,9,3,1
8,pydantic__pydantic-5529,0.0,False,0,2,0.0,11,0,11,1,4
8,pydantic__pydantic-5529,0.0,False,0,2,0.0,7,0,7,4,1
8,pydantic__pydantic-5529,0.0,False,0,2,0.0,10,0,10,2,0
8,python__mypy-10683,0.0,False,0,2,0.0,12,0,12,2,2
8,python__mypy-10683,0.0,False,0,2,0.0,12,0,12,0,1
8,python__mypy-10683,0.0,False,0,2,0.0,12,0,12,0,3
8,python__mypy-10683,1.0,True,2,0,1.0,12,0,12,1,3
8,python__mypy-11828,0.0,False,0,3,0.0,12,0,12,0,3
8,python__mypy-11828,0.333333,False,1,2,0.3333333333333333,12,0,12,3,2
8,python__mypy-11828,0.0,False,0,3,0.0,9,0,8,2,2
8,python__mypy-11828,0.0,False,0,3,0.0,12,0,12,1,2
8,python__mypy-15159,0.0,False,0,2,0.0,8,0,7,1,2
8,python__mypy-15159,1.0,True,2,0,1.0,12,0,12,2,4
8,python__mypy-15159,0.0,False,0,2,0.0,12,1,10,2,1
8,python__mypy-15159,1.0,True,2,0,1.0,7,0,5,1,2
9,conan-io__conan-14362,,,,,,12,0,12,3,2
9,conan-io__conan-14362,0.0,False,0,2,0.0,12,0,12,0,0
9,conan-io__conan-14362,0.0,False,0,2,0.0,11,0,11,0,4
9,conan-io__conan-14362,,,,,,12,0,12,3,3
9,conan-io__conan-15185,0.0,False,0,2,0.0,12,0,12,2,5
9,conan-io__conan-15185,0.5,False,1,1,0.5,12,0,12,1,2
9,conan-io__conan-15185,0.0,False,0,2,0.0,12,0,12,0,0
9,conan-io__conan-15185,0.5,False,1,1,0.5,12,0,12,2,2
9,pydantic__pydantic-5529,0.0,False,0,2,0.0,3,0,3,2,0
9,pydantic__pydantic-5529,0.0,False,0,2,0.0,12,0,12,0,1
9,pydantic__pydantic-5529,0.0,False,0,2,0.0,12,0,12,6,1
9,pydantic__pydantic-5529,0.0,False,0,2,0.0,9,0,9,2,1
9,python__mypy-10683,0.0,False,0,2,0.0,11,0,11,0,3
9,python__mypy-10683,1.0,True,2,0,1.0,12,0,12,2,2
9,python__mypy-10683,0.0,False,0,2,0.0,12,0,12,0,1
9,python__mypy-10683,1.0,True,2,0,1.0,7,0,6,1,2
9,python__mypy-11241,0.0,False,0,3,0.0,12,0,12,0,1
9,python__mypy-11241,0.0,False,0,3,0.0,11,0,11,0,5
9,python__mypy-11241,0.0,False,0,3,0.0,12,0,12,1,3
9,python__mypy-11241,0.0,False,0,3,0.0,12,0,12,0,1
9,python__mypy-15184,0.0,False,0,2,0.0,12,0,12,0,2
9,python__mypy-15184,0.0,False,0,2,0.0,10,0,10,0,3
9,python__mypy-15184,0.0,False,0,2,0.0,11,0,11,2,1
9,python__mypy-15184,0.0,False,0,2,0.0,12,0,12,2,3
9,python__mypy-16869,0.0,False,0,2,0.0,12,0,12,0,0
9,python__mypy-16869,0.0,False,0,2,0.0,12,0,12,0,0
9,python__mypy-16869,0.0,False,0,2,0.0,12,0,12,2,1
9,python__mypy-16869,0.0,False,0,2,0.0,12,0,12,0,1
9,python__mypy-5617,1.0,True,2,0,1.0,12,0,12,3,1
9,python__mypy-5617,0.0,False,0,2,0.0,3,0,3,1,1
9,python__mypy-5617,0.0,False,0,2,0.0,8,0,8,0,3
9,python__mypy-5617,0.0,False,0,2,0.0,12,0,12,1,2
10,conan-io__conan-10408,0.0,False,0,4,0.0,12,0,12,3,4
10,conan-io__conan-10408,,,,,,12,0,12,2,3
10,conan-io__conan-10408,0.0,False,0,4,0.0,12,0,12,0,0
10,conan-io__conan-10408,0.0,False,0,4,0.0,10,0,10,1,4
10,conan-io__conan-11560,0.0,False,0,4,0.0,12,0,12,0,2
10,conan-io__conan-11560,0.0,False,0,4,0.0,12,0,12,2,3
10,conan-io__conan-11560,0.0,False,0,4,0.0,12,0,12,0,0
10,conan-io__conan-11560,0.0,False,0,4,0.0,12,0,12,2,3
10,conan-io__conan-14177,0.0,False,0,3,0.0,12,0,12,2,3
10,conan-io__conan-14397,1.0,True,2,0,1.0,11,0,10,4,1
10,conan-io__conan-14397,1.0,True,2,0,1.0,12,0,12,3,1
10,conan-io__conan-14397,1.0,True,2,0,1.0,11,0,10,2,1
10,conan-io__conan-14397,,,,,,12,0,12,2,0
10,dask__dask-6682,0.0,False,0,2,0.0,9,0,9,0,3
10,dask__dask-6682,0.0,False,0,2,0.0,9,0,9,1,2
10,dask__dask-6682,0.0,False,0,2,0.0,10,0,10,2,2
10,dask__dask-6682,0.0,False,0,2,0.0,9,0,9,0,3
10,python__mypy-11434,0.0,False,0,2,0.0,9,0,9,1,2
10,python__mypy-11434,0.0,False,0,2,0.0,7,0,7,0,2
10,python__mypy-11434,0.0,False,0,2,0.0,9,0,9,0,2
10,python__mypy-11434,0.0,False,0,2,0.0,9,0,9,0,3
10,python__mypy-11828,0.0,False,0,3,0.0,12,0,12,1,3
10,python__mypy-11828,1.0,True,3,0,1.0,8,0,7,1,2
10,python__mypy-11828,0.0,False,0,3,0.0,12,0,12,0,0
10,python__mypy-11828,0.0,False,0,3,0.0,12,0,12,0,2
10,python__mypy-15131,0.0,False,0,2,0.0,12,0,12,0,1
10,python__mypy-15159,0.0,False,0,2,0.0,12,0,12,0,1
10,python__mypy-15159,0.0,False,0,2,0.0,12,0,12,0,0
10,python__mypy-15159,0.0,False,0,2,0.0,12,0,12,3,1
10,python__mypy-15159,0.0,False,0,2,0.0,12,0,12,0,0
10,python__mypy-17071,0.0,False,0,2,0.0,9,0,9,0,2
10,python__mypy-17071,0.0,False,0,2,0.0,10,0,10,0,5
10,python__mypy-17071,0.0,False,0,2,0.0,7,0,7,0,2
10,python__mypy-17071,0.0,False,0,2,0.0,9,0,9,0,2
11,conan-io__conan-10408,0.0,False,0,4,0.0,12,0,12,1,3
